code,name,流通市值,市盈率,昨收,昨高,昨低,涨停次数,连板次数,industry,industry_sub,可能退市,营业收入,净利润,融资融券,zhuan,债券代码
605598,上海港湾,4622180316.0,31.66,19.05,19.5,18.71,11.0,3.0,建筑装饰,专业工程,0,12.7744816359,173745435.73,0.0,,
603098,森特股份,4827647803.0,42.11,8.61,8.77,8.41,2.0,0.0,建筑装饰,专业工程,0,35.1494984266,57297111.09,1.0,,
003001,中岩大地,1691720456.0,72.51,26.67,27.37,25.41,12.0,1.0,建筑装饰,专业工程,0,9.1639194361,13767159.58,0.0,,
002323,雅博股份,3032180393.0,-33.65,1.32,1.34,1.28,17.0,5.0,建筑装饰,专业工程,1,7.7278823357,31562841.58,0.0,,
002542,中化岩土,2978324347.0,-6.48,1.96,1.96,1.82,7.0,0.0,建筑装饰,专业工程,1,25.2660781889,-703469915.81,0.0,,
002541,鸿路钢构,7407853648.0,12.04,14.65,15.2,14.47,4.0,1.0,建筑装饰,专业工程,0,235.3912052333,1179308973.03,0.0,1.0,128134.0
000628,高新发展,10566557893.0,165.13,65.69,65.69,61.0,37.0,17.0,建筑装饰,房屋建设,0,80.0811840335,331357985.76,0.0,,
601668,中国建筑,246682730951.0,4.22,6.46,6.54,6.25,0.0,0.0,建筑装饰,房屋建设,0,22655.29244,73539713000.0,1.0,,
600248,陕建股份,14685962221.0,4.75,4.4,4.43,4.16,2.0,0.0,建筑装饰,房屋建设,0,1805.5499135771,4746391688.01,1.0,,
600491,龙元建设,4803439979.0,-11.83,3.3,3.33,3.18,4.0,0.0,建筑装饰,房屋建设,0,90.0417295228,376220892.93,1.0,,
600170,上海建工,20526520809.0,12.42,2.34,2.37,2.28,1.0,0.0,建筑装饰,房屋建设,0,3046.2764588633,1680035572.08,1.0,,
600939,重庆建工,4944662063.0,-131.21,3.41,3.41,3.41,4.0,2.0,建筑装饰,房屋建设,0,447.103298463,160068077.69,0.0,1.0,110064.0
601789,宁波建工,4379798318.0,15.22,4.07,4.09,3.95,5.0,0.0,建筑装饰,房屋建设,0,226.7267553926,366496403.32,1.0,,
002761,浙江建投,9472560318.0,28.44,9.11,9.28,8.72,8.0,1.0,建筑装饰,房屋建设,0,926.0574979948,1210770004.91,0.0,1.0,127102.0
600820,隧道股份,21285530556.0,13.55,6.81,6.88,6.62,0.0,0.0,建筑装饰,基础建设,0,741.9325464988,3174526127.18,1.0,,
002062,宏润建设,3900324346.0,11.6,3.94,3.97,3.86,2.0,0.0,建筑装饰,基础建设,0,64.256643061,483381848.47,0.0,,
600512,腾达建设,3571661617.0,16.53,2.3,2.32,2.24,0.0,0.0,建筑装饰,基础建设,0,40.6423895032,90833693.3,1.0,,
600284,浦东建设,5734212960.0,11.0,5.95,5.98,5.84,2.0,0.0,建筑装饰,基础建设,0,177.2569579082,587777332.66,1.0,,
601611,中国核建,24513894973.0,12.83,8.29,8.37,8.2,0.0,0.0,建筑装饰,基础建设,0,1093.8501933114,2782593645.53,1.0,1.0,113024.0
600502,安徽建工,8239362902.0,6.72,5.06,5.1,4.87,2.0,0.0,建筑装饰,基础建设,0,912.4381652151,2057674340.04,1.0,,
601186,中国铁建,102033787585.0,5.06,9.3,9.42,9.06,3.0,0.0,建筑装饰,基础建设,0,11379.93486,32328729000.0,1.0,,
002061,浙江交科,10370560221.0,10.13,4.13,4.17,4.04,0.0,0.0,建筑装饰,基础建设,0,460.4569570467,1750176829.0,0.0,,
601868,中国能建,73937499010.0,17.08,2.36,2.38,2.3,0.0,0.0,建筑装饰,基础建设,0,4060.31848,11255507000.0,1.0,,
601390,中国中铁,130276091772.0,5.53,6.58,6.68,6.48,3.0,0.0,建筑装饰,基础建设,0,12634.74693,37636448000.0,1.0,,
603176,汇通集团,697510304.0,28.31,5.05,5.35,4.95,7.0,1.0,建筑装饰,基础建设,0,27.7647358606,75179315.71,0.0,1.0,113665.0
002941,新疆交建,6988548065.0,49.13,12.35,12.39,11.3,8.0,1.0,建筑装饰,基础建设,0,80.920325478,347267764.57,0.0,1.0,128132.0
603815,交建股份,3775437834.0,24.93,6.46,6.6,6.23,0.0,0.0,建筑装饰,基础建设,0,48.1347121534,183184718.41,0.0,,
002307,北新路桥,3709504438.0,204.83,3.75,3.77,3.43,1.0,0.0,建筑装饰,基础建设,0,84.8655438189,74972471.56,0.0,,
002060,广东建工,5969906161.0,15.67,3.8,3.86,3.7,0.0,0.0,建筑装饰,基础建设,0,808.6310996226,1610671897.66,0.0,,
600039,四川路桥,45158588840.0,9.19,8.29,8.29,7.85,1.0,0.0,建筑装饰,基础建设,0,1150.4151393434,11365834607.23,1.0,,
600853,龙建股份,3420008097.0,24.87,3.64,3.64,3.45,11.0,2.0,建筑装饰,基础建设,0,174.2832676094,411352990.92,0.0,,
002628,成都路桥,1902673589.0,-34.22,3.36,3.36,3.36,5.0,2.0,建筑装饰,基础建设,0,11.6658729198,10596496.0,0.0,,
601669,中国电建,71893392175.0,7.47,5.54,5.61,5.45,0.0,0.0,建筑装饰,基础建设,0,6094.0845008336,17185419932.6,1.0,,
601800,中国交建,110893902412.0,6.74,10.1,10.3,9.95,8.0,1.0,建筑装饰,基础建设,0,7586.76426548,30224114836.0,1.0,,
000498,山东路桥,8557890939.0,4.5,6.2,6.47,5.77,0.0,0.0,建筑装饰,基础建设,0,730.2415600438,3173046871.54,0.0,1.0,127083.0
600133,东湖高新,10289214794.0,62.43,9.94,9.99,9.39,7.0,0.0,建筑装饰,基础建设,0,146.7343791228,1333625306.64,1.0,,
603843,正平股份,1909971437.0,-12.18,2.92,2.95,2.73,15.0,2.0,建筑装饰,基础建设,1,19.0569744875,-213378017.05,0.0,,
000159,国际实业,3403256830.0,80.49,6.43,6.48,6.32,2.0,0.0,建筑装饰,光伏设备,0,45.1445037856,314426376.93,0.0,,
002347,泰尔股份,2437311531.0,-125.72,4.39,4.52,4.37,15.0,4.0,通用设备,金属制品,1,11.0714121764,-35858530.0,0.0,,
000595,宝塔实业,9582488717.0,-149.16,9.68,10.38,9.68,20.0,9.0,通用设备,金属制品,1,2.9793469674,-88650426.41,0.0,,
603699,纽威股份,16584232680.0,17.26,21.56,21.93,21.2,7.0,0.0,通用设备,金属制品,0,55.4446150144,734160051.44,1.0,,
600114,东睦股份,10540157457.0,27.8,18.1,18.25,17.39,7.0,0.0,通用设备,金属制品,0,38.6108188259,194164887.21,1.0,,
603969,银龙股份,4367897772.0,22.09,5.53,5.68,5.14,0.0,0.0,通用设备,金属制品,0,27.4864192928,182148467.5,1.0,,
603667,五洲新春,6273053450.0,41.81,15.42,15.66,14.81,10.0,0.0,通用设备,金属制品,0,31.0608020594,158889792.94,1.0,,
002438,江苏神通,5443704544.0,20.51,10.88,10.99,10.66,1.0,0.0,通用设备,金属制品,0,21.3303560225,268866557.05,0.0,,
000039,中集集团,19907171770.0,26.94,8.21,8.33,8.08,0.0,0.0,通用设备,金属制品,0,1278.09519,4601142000.0,0.0,,
002445,中南文化,5167728647.0,265.69,2.06,2.08,2.02,7.0,1.0,通用设备,金属制品,0,7.2103366395,129206275.84,0.0,,
601177,杭齿前进,3252487800.0,14.46,7.95,8.03,7.85,3.0,0.0,通用设备,金属制品,0,18.825591965,218056335.55,0.0,,
002843,泰嘉股份,3840077752.0,35.68,17.09,17.29,16.5,15.0,2.0,通用设备,金属制品,0,18.4464506845,138640600.66,0.0,,
601002,晋亿实业,3416897778.0,-63.09,3.43,3.46,3.35,2.0,0.0,通用设备,金属制品,0,23.141825311,115111166.41,1.0,,
603270,金帝股份,1043495506.0,36.52,18.15,18.58,17.98,8.0,3.0,通用设备,金属制品,0,11.3642473564,136725422.47,1.0,,
002342,巨力索具,3245946000.0,414.0,3.27,3.32,3.2,2.0,0.0,通用设备,金属制品,0,23.2774333535,9084822.43,0.0,,
600592,龙溪股份,3923616067.0,30.48,9.34,9.5,9.15,11.0,3.0,通用设备,金属制品,0,19.0414127466,161118273.03,1.0,,
600558,大西洋,3437826503.0,27.79,4.03,4.04,3.72,0.0,0.0,通用设备,金属制品,0,34.383656806,116134081.68,0.0,,
002871,伟隆股份,1087563324.0,19.45,8.8,8.8,8.56,10.0,2.0,通用设备,金属制品,0,5.7021397566,133627050.93,0.0,1.0,127106.0
002026,山东威达,3993351755.0,14.39,8.8,8.97,8.73,5.0,1.0,通用设备,金属制品,0,23.6725128265,227929821.19,0.0,,
000777,中核科技,5985043009.0,39.71,15.7,15.9,15.45,3.0,0.0,通用设备,金属制品,0,18.0975435699,222030159.9,0.0,,
002795,永和智控,1756481090.0,-16.01,3.81,3.86,3.7,13.0,3.0,通用设备,金属制品,1,9.4822181492,-32350791.45,0.0,,
002877,智能自控,1825635739.0,39.9,7.33,7.43,7.22,19.0,7.0,通用设备,金属制品,0,10.2431281568,104963105.04,0.0,1.0,128070.0
002896,中大力德,4831434269.0,55.48,29.14,29.87,28.5,13.0,4.0,通用设备,金属制品,0,10.8598462201,73572899.7,0.0,,
603915,国茂股份,7144161382.0,24.51,9.41,9.6,9.3,3.0,1.0,通用设备,金属制品,0,26.6041493705,411864539.08,1.0,,
603308,应流股份,8535488063.0,28.09,11.94,12.24,11.68,3.0,0.0,通用设备,金属制品,0,24.1193440359,388551907.54,1.0,,
605100,华丰股份,2085065640.0,22.4,11.9,12.04,11.67,11.0,0.0,通用设备,金属制品,0,13.5220061729,109237463.95,0.0,,
600992,贵绳股份,3806247700.0,208.85,18.28,18.6,17.28,13.0,1.0,通用设备,金属制品,0,21.8871476118,33887634.04,0.0,,
002150,通润装备,5285593293.0,35.1,12.75,13.47,12.68,22.0,11.0,通用设备,金属制品,0,25.1798309,178161021.49,0.0,,
002132,恒星科技,3736617357.0,184.76,2.62,2.66,2.59,3.0,0.0,通用设备,金属制品,0,45.773270301,189573146.23,0.0,,
002164,宁波东力,2192572746.0,57.13,4.47,4.56,4.43,9.0,1.0,通用设备,金属制品,0,14.8722452952,328139844.29,0.0,,
600860,京城股份,3921435238.0,-731.05,8.62,8.77,8.32,12.0,3.0,通用设备,金属制品,0,14.0549569208,14054155.76,1.0,,
002514,宝馨科技,2925300914.0,-17.93,4.88,4.99,4.81,13.0,7.0,通用设备,金属制品,0,5.807776473,27181646.68,0.0,,
002931,锋龙股份,1773447878.0,1472.16,9.07,9.25,8.88,16.0,5.0,通用设备,金属制品,0,4.3333040419,48592436.32,0.0,1.0,128143.0
603278,大业股份,2036885976.0,-41.49,5.73,5.75,5.6,8.0,3.0,通用设备,金属制品,0,55.5592143711,106443585.13,0.0,,
603028,赛福天,1882982400.0,-75.33,6.29,6.32,6.17,10.0,2.0,通用设备,金属制品,0,16.0545121089,51416615.33,0.0,,
002633,申科股份,1215230775.0,92.01,8.0,8.1,7.82,8.0,0.0,通用设备,金属制品,1,2.7315483346,-18998687.33,0.0,,
600421,华嵘控股,1386804000.0,-207.67,7.51,7.69,7.27,17.0,3.0,通用设备,金属制品,1,1.2212344319,-6148445.36,0.0,,
600243,青海华鼎,1944105500.0,-70.26,4.73,4.85,4.68,13.0,5.0,通用设备,其他通用设备,1,3.5604303504,-165451700.65,0.0,,
001696,宗申动力,14555577709.0,33.17,14.51,14.75,14.02,16.0,3.0,通用设备,其他通用设备,0,81.5122136657,405951105.89,0.0,,
603757,大元泵业,3694146856.0,13.19,20.33,20.99,20.05,3.0,0.0,通用设备,其他通用设备,0,18.7909139974,280904667.51,0.0,1.0,113664.0
002884,凌霄泵业,5373232624.0,16.2,19.88,19.93,19.04,0.0,0.0,通用设备,其他通用设备,0,13.1557026733,421938295.95,0.0,,
002444,巨星科技,35082459639.0,15.35,28.47,29.2,28.32,3.0,0.0,通用设备,其他通用设备,0,109.2999280232,1694713913.02,0.0,,
603201,常润股份,1029370467.0,14.62,14.95,15.06,14.6,1.0,0.0,通用设备,其他通用设备,0,27.5165908203,218475299.86,0.0,,
002598,山东章鼓,2315612660.0,19.92,7.81,7.87,7.68,2.0,0.0,通用设备,其他通用设备,0,20.0460991107,114399325.1,0.0,1.0,127093.0
603331,百达精工,1939353305.0,17.54,8.99,9.04,8.84,6.0,0.0,通用设备,其他通用设备,0,14.3925192878,116233223.13,0.0,,
603131,上海沪工,4957478380.0,63.18,14.99,15.35,14.82,17.0,6.0,通用设备,其他通用设备,1,10.5296998377,-53733332.57,0.0,1.0,113593.0
002530,金财互联,5456718172.0,2016.89,7.55,7.71,7.47,6.0,0.0,通用设备,其他通用设备,1,12.0385486576,-66697591.1,0.0,,
600343,航天动力,6171455385.0,-54.21,9.47,9.66,9.3,5.0,1.0,通用设备,其他通用设备,1,9.0034015628,-33730194.7,1.0,,
603269,海鸥股份,1912055591.0,34.35,8.3,8.53,8.06,11.0,3.0,通用设备,其他通用设备,0,13.8062882072,89944044.71,0.0,,
605060,联德股份,3433247840.0,17.61,13.58,13.7,13.3,5.0,2.0,通用设备,其他通用设备,0,12.1129524876,249404489.74,0.0,,
603617,君禾股份,2228376608.0,29.64,5.69,5.73,5.6,4.0,1.0,通用设备,其他通用设备,0,7.1855178039,53398505.01,0.0,,
002272,川润股份,2091449147.0,-23.6,6.51,6.51,5.78,21.0,4.0,通用设备,其他通用设备,0,16.6356399065,12325714.32,0.0,,
603090,宏盛股份,1542000000.0,25.08,15.42,15.6,14.97,9.0,1.0,通用设备,其他通用设备,0,6.9592958842,55661738.21,0.0,,
603662,柯力传感,10137958235.0,43.52,31.65,32.6,30.76,16.0,4.0,通用设备,仪器仪表,0,10.7218074292,335291746.34,1.0,,
002819,东方中科,7525289746.0,-92.06,30.95,31.1,28.88,19.0,5.0,通用设备,仪器仪表,0,30.0677768117,878776542.43,0.0,,
002767,先锋电子,1757461334.0,100.6,12.68,12.75,12.32,18.0,6.0,通用设备,仪器仪表,0,6.2400222706,35152478.43,0.0,,
603100,川仪股份,10168200000.0,14.16,19.47,20.03,18.45,5.0,1.0,通用设备,仪器仪表,0,74.1084338632,746263230.56,1.0,,
002058,威尔泰,1398260720.0,-90.84,10.37,10.47,10.0,16.0,3.0,通用设备,仪器仪表,1,1.5659625801,-11930696.66,0.0,,
002175,东方智造,2719526974.0,225.0,2.06,2.08,2.0,11.0,3.0,通用设备,仪器仪表,1,2.7470901188,106662725.92,0.0,,
002849,威星智能,2567623016.0,37.99,11.74,11.94,11.56,10.0,1.0,通用设备,仪器仪表,0,12.4366568827,65693106.9,0.0,,
603700,宁水集团,2154365200.0,35.52,10.42,10.5,10.09,3.0,0.0,通用设备,仪器仪表,0,17.8919882801,131093171.05,0.0,,
605056,咸亨国际,4792126962.0,57.38,12.44,12.72,11.77,7.0,2.0,通用设备,仪器仪表,0,29.2792597925,218254617.65,0.0,,
002685,华东重机,4352643285.0,80.12,4.71,4.86,4.35,18.0,4.0,通用设备,工程机械Ⅲ,1,6.7105970327,-178585227.42,0.0,,
002760,凤形股份,1457844010.0,68.59,15.9,16.28,15.48,7.0,0.0,通用设备,磨具磨料,0,6.9080127495,62539560.5,0.0,,
002046,国机精工,6115587945.0,17.33,11.08,11.27,10.98,2.0,0.0,通用设备,磨具磨料,0,27.8372533549,270348340.01,0.0,,
600172,黄河旋风,3216164490.0,-7.31,2.37,2.38,2.32,8.0,1.0,通用设备,磨具磨料,0,15.7456918076,30818940.9,1.0,,
002282,博深股份,3383582030.0,16.15,6.66,6.71,6.45,3.0,1.0,通用设备,磨具磨料,0,16.0668421525,143910198.83,0.0,,
000410,沈阳机床,11346182622.0,-86.23,7.16,7.21,6.58,5.0,1.0,通用设备,机床工具,0,15.0140147396,29185598.17,0.0,,
000837,秦川机床,8417744529.0,101.38,8.15,8.35,8.03,4.0,0.0,通用设备,机床工具,0,37.6110312725,326004717.48,0.0,,
002943,宇晶股份,2785835127.0,50.44,20.36,20.37,19.0,13.0,2.0,通用设备,机床工具,0,13.0370187947,112988438.57,0.0,,
003025,思进智能,2921610682.0,14.41,14.76,14.98,14.41,10.0,3.0,通用设备,机床工具,0,4.8586522897,139318254.62,0.0,,
002903,宇环数控,1799977241.0,239.47,16.67,16.95,16.4,10.0,1.0,通用设备,机床工具,0,4.2036196395,63990432.82,0.0,,
002248,华东数控,2127869552.0,188.37,6.8,6.95,6.6,16.0,2.0,通用设备,机床工具,1,2.7934260394,11602876.49,0.0,,
002559,亚威股份,4214305533.0,35.01,8.13,8.29,8.01,13.0,5.0,通用设备,机床工具,0,19.2812219735,82471973.61,0.0,,
603088,宁波精达,3123202441.0,17.91,6.8,6.86,6.69,4.0,0.0,通用设备,机床工具,0,7.0858721833,159766710.41,1.0,,
601882,海天精工,12183480000.0,20.75,21.1,21.37,20.81,6.0,1.0,通用设备,机床工具,0,33.2346140747,609483749.95,1.0,,
002122,汇洲智能,5207316910.0,45.8,2.37,2.41,2.33,14.0,1.0,通用设备,机床工具,0,8.0138136392,151501193.66,0.0,,
002520,日发精机,3082814017.0,-81.76,4.68,4.78,4.61,14.0,6.0,通用设备,机床工具,1,20.8336309111,-902142015.15,0.0,,
002158,汉钟精机,10800107496.0,12.01,18.61,18.93,18.45,4.0,0.0,通用设备,制冷空调设备,0,38.5233956006,867087799.88,0.0,,
000811,冰轮环境,7562700868.0,11.7,9.22,9.34,9.04,3.0,0.0,通用设备,制冷空调设备,0,74.9631616442,665176575.71,0.0,,
603339,四方科技,3323398220.0,12.51,10.43,10.5,10.28,1.0,0.0,通用设备,制冷空调设备,0,22.2862725117,333596919.27,0.0,,
603277,银都股份,10908146130.0,15.89,24.98,25.6,24.8,1.0,0.0,通用设备,制冷空调设备,0,26.5251567548,510904570.79,0.0,,
603912,佳力图,3781662043.0,173.3,6.71,6.8,6.62,13.0,2.0,通用设备,制冷空调设备,0,6.3542148123,36502235.01,0.0,1.0,113597.0
600202,哈空调,1633031263.0,91.72,4.19,4.22,4.1,4.0,1.0,通用设备,制冷空调设备,0,14.2261256622,40930485.29,0.0,,
002639,雪人股份,3936019926.0,102.97,5.73,5.78,5.62,2.0,0.0,通用设备,制冷空调设备,1,20.3249064749,-22240393.57,0.0,,
000530,冰山冷热,2586079058.0,23.14,4.15,4.19,4.05,2.0,0.0,通用设备,制冷空调设备,0,48.159414677,54174539.75,0.0,,
603187,海容冷链,4307824042.0,10.77,10.48,10.58,10.34,0.0,0.0,通用设备,制冷空调设备,0,32.0490893409,413141625.28,0.0,,
002686,亿利达,2707754909.0,43.35,5.42,5.64,5.28,7.0,1.0,通用设备,制冷空调设备,0,15.9998677722,44061387.56,0.0,,
601369,陕鼓动力,14440556146.0,16.07,8.26,8.36,8.15,0.0,0.0,通用设备,能源及重型设备,0,101.4291659547,1098151397.79,1.0,,
603611,诺力股份,4667726333.0,9.71,16.78,16.91,16.53,2.0,0.0,通用设备,IT服务,0,69.6277376422,461144133.12,0.0,,
002131,利欧股份,10766275587.0,-8.37,1.68,1.7,1.65,3.0,0.0,通用设备,广告营销,1,204.7140792226,1936018861.38,0.0,,
000816,智慧农业,3303982021.0,99.38,2.3,2.36,2.17,6.0,2.0,通用设备,汽车零部件,1,13.0000965701,-8748351.9,0.0,,
000528,柳    工,17914571339.0,12.5,12.4,12.58,11.95,2.0,0.0,专用设备,工程机械Ⅲ,0,275.1912230999,941629509.93,0.0,1.0,127084.0
000425,徐工机械,62281107818.0,12.23,7.67,7.87,7.56,1.0,0.0,专用设备,工程机械Ⅲ,0,928.4822050193,5236096485.02,0.0,,
605305,中际联合,5733789600.0,20.41,27.83,28.49,27.03,2.0,0.0,专用设备,工程机械Ⅲ,0,11.0452480071,206838005.3,1.0,,
600031,三一重工,155572287084.0,21.8,18.17,18.43,18.02,2.0,0.0,专用设备,工程机械Ⅲ,0,740.18936,4606157000.0,1.0,,
000680,山推股份,10228532474.0,14.02,7.61,7.67,7.49,7.0,0.0,专用设备,工程机械Ⅲ,0,105.4086256913,768494759.37,0.0,,
603338,浙江鼎力,27722546375.0,16.81,50.04,51.14,49.1,2.0,0.0,专用设备,工程机械Ⅲ,0,63.1196384993,1867145468.85,1.0,,
605389,长龄液压,2804369921.0,22.55,19.41,19.7,19.02,6.0,1.0,专用设备,工程机械Ⅲ,0,8.0631432329,127127061.58,0.0,,
603280,南方路机,571407090.0,16.19,20.53,20.96,19.51,10.0,2.0,专用设备,工程机械Ⅲ,0,11.4094645918,120417537.63,0.0,,
603638,艾迪精密,14000195953.0,35.63,15.47,15.64,15.11,2.0,0.0,专用设备,工程机械Ⅲ,0,22.353967165,278648596.58,1.0,1.0,113644.0
002097,山河智能,6865022490.0,100.74,6.17,6.25,6.05,7.0,0.0,专用设备,工程机械Ⅲ,0,72.2929988598,19079615.96,0.0,,
001226,拓山重工,438107449.0,72.3,23.11,23.34,22.46,8.0,2.0,专用设备,工程机械Ⅲ,1,4.9068495085,58834540.89,0.0,,
000157,中联重科,49422865340.0,13.26,6.82,6.93,6.77,0.0,0.0,专用设备,工程机械Ⅲ,0,470.7485310611,3770921694.76,0.0,,
600815,厦工股份,3796562187.0,317.09,2.14,2.17,2.11,3.0,1.0,专用设备,工程机械Ⅲ,0,8.2123009317,267096743.14,0.0,,
601100,恒立液压,83948802309.0,32.59,55.4,56.22,54.7,2.0,1.0,专用设备,工程机械Ⅲ,0,89.8464041262,2503748107.11,1.0,,
600984,建设机械,3419159476.0,-4.06,2.97,2.97,2.63,12.0,4.0,专用设备,工程机械Ⅲ,1,32.2770166663,-44770575.21,0.0,,
600761,安徽合力,17804948292.0,11.08,18.29,18.8,18.21,0.0,0.0,专用设备,工程机械Ⅲ,0,174.7051115546,1415626517.6,1.0,,
603298,杭叉集团,26248633462.0,13.04,17.03,17.5,16.68,2.0,0.0,专用设备,工程机械Ⅲ,0,162.7183447072,1834611753.84,1.0,,
600560,金自天正,3589510275.0,97.46,13.97,14.18,13.61,10.0,4.0,专用设备,能源及重型设备,0,9.4957791832,55335300.53,0.0,,
601106,中国一重,21944905366.0,-63.39,3.0,3.07,2.97,3.0,1.0,专用设备,能源及重型设备,0,171.6748429153,103348972.75,1.0,,
603036,如通股份,2309327540.0,25.95,11.9,12.16,11.08,3.0,1.0,专用设备,能源及重型设备,0,3.7970607424,94744257.96,0.0,,
001332,锡装股份,854820000.0,13.88,29.18,29.66,28.78,7.0,2.0,专用设备,能源及重型设备,0,12.4841842107,230500471.62,0.0,,
000852,石化机械,5664828302.0,43.81,5.73,5.85,5.68,1.0,0.0,专用设备,能源及重型设备,0,83.9801172995,108752460.72,0.0,,
600169,太原重工,7432905545.0,101.56,2.15,2.17,2.1,0.0,0.0,专用设备,能源及重型设备,0,83.7121230472,229644043.53,1.0,,
002204,大连重工,9212635053.0,16.8,4.64,4.7,4.58,1.0,0.0,专用设备,能源及重型设备,0,120.0314475785,363104519.62,0.0,,
600980,北矿科技,2645698722.0,29.02,14.69,14.74,14.45,1.0,0.0,专用设备,能源及重型设备,0,9.2927100862,91457320.81,0.0,,
600320,振华重工,13321210621.0,34.47,3.91,3.95,3.87,1.0,0.0,专用设备,能源及重型设备,0,329.33263802,646544629.0,1.0,,
002483,润邦股份,4452811519.0,12.84,4.72,4.78,4.66,3.0,0.0,专用设备,能源及重型设备,0,71.8267631704,201040402.23,0.0,,
002353,杰瑞股份,23285559557.0,15.8,30.71,31.85,30.6,1.0,0.0,专用设备,能源及重型设备,0,139.120936681,2493486975.0,0.0,,
603135,中重科技,2402769554.0,88.7,8.93,9.04,8.84,6.0,3.0,专用设备,能源及重型设备,0,11.1682243535,283246643.35,1.0,,
601399,国机重装,21135718758.0,49.61,3.07,3.11,2.93,0.0,0.0,专用设备,能源及重型设备,0,112.5804865579,441616403.69,1.0,,
002523,天桥起重,3740591290.0,73.38,2.59,2.61,2.51,5.0,0.0,专用设备,能源及重型设备,0,17.3343075949,35854111.94,0.0,,
600262,北方股份,3117800000.0,20.81,18.05,18.29,17.85,8.0,3.0,专用设备,能源及重型设备,0,24.0342214224,167640732.59,0.0,,
603012,创力集团,3179185920.0,16.24,4.76,4.79,4.67,0.0,0.0,专用设备,能源及重型设备,0,26.5595944717,419456411.0,1.0,,
002730,电光科技,2609065295.0,28.25,7.27,7.32,7.02,5.0,0.0,专用设备,能源及重型设备,0,13.7353685006,124860815.97,0.0,,
001360,南矿集团,1124490758.0,27.15,13.67,14.33,13.2,9.0,1.0,专用设备,能源及重型设备,0,9.1872743502,125650595.67,0.0,,
002535,林州重机,2880866552.0,16.07,3.69,3.7,3.41,19.0,7.0,专用设备,能源及重型设备,0,18.3757071003,116938743.2,0.0,,
601608,中信重工,17748224908.0,49.02,3.98,4.02,3.92,0.0,0.0,专用设备,能源及重型设备,0,95.5653096449,393779899.33,1.0,,
601798,蓝科高新,2056263548.0,-106.12,5.68,5.73,5.57,13.0,7.0,专用设备,能源及重型设备,1,11.1538942748,-138668976.81,0.0,,
600582,天地科技,25576479353.0,8.35,6.11,6.22,6.08,1.0,0.0,专用设备,能源及重型设备,0,299.2764588114,3178415148.11,1.0,,
001225,和泰机电,664614839.0,34.53,30.28,30.48,29.88,5.0,1.0,专用设备,能源及重型设备,0,3.8562243344,220878628.06,0.0,,
603169,兰石重装,6766591514.0,48.39,4.94,5.0,4.83,3.0,0.0,专用设备,能源及重型设备,0,51.6200685718,182519245.03,1.0,,
002278,神开股份,1644296083.0,84.53,4.86,4.92,4.82,8.0,3.0,专用设备,能源及重型设备,0,7.4367101658,36627886.8,0.0,,
601717,郑煤机,20078997805.0,5.38,12.5,12.7,12.27,0.0,0.0,专用设备,能源及重型设备,0,364.2323647581,3469075663.22,1.0,,
603966,法兰泰克,2751188004.0,15.95,7.8,8.04,7.45,5.0,0.0,专用设备,能源及重型设备,0,19.9207420375,205074522.26,0.0,1.0,113598.0
001288,运机集团,1775105938.0,37.3,28.21,28.94,26.02,3.0,0.0,专用设备,能源及重型设备,0,10.5345589721,101819653.44,0.0,1.0,127092.0
603698,航天工程,8211366800.0,45.22,14.79,15.0,14.61,3.0,0.0,专用设备,能源及重型设备,0,28.0738349157,187158325.77,1.0,,
002526,山东矿机,4428936207.0,25.12,2.38,2.41,2.34,5.0,0.0,专用设备,能源及重型设备,0,26.9757250875,173351737.0,0.0,,
603173,福斯达,956122000.0,14.78,18.1,18.47,17.91,10.0,3.0,专用设备,能源及重型设备,0,21.5578885003,191146813.8,0.0,,
603800,洪田股份,4047680000.0,33.72,17.8,17.98,17.5,8.0,0.0,专用设备,能源及重型设备,0,22.3723526721,278798829.65,1.0,,
002691,冀凯股份,1905008329.0,184.22,5.57,5.63,5.43,15.0,2.0,专用设备,能源及重型设备,0,3.368086793,14058949.56,0.0,,
002816,和科达,1500000000.0,-33.16,15.66,15.98,15.01,7.0,4.0,专用设备,其他专用设备,1,1.4404055202,-62851080.45,0.0,,
002786,银宝山新,5919461760.0,-41.4,11.65,12.2,11.11,39.0,10.0,专用设备,其他专用设备,0,23.2185094546,232807078.07,0.0,,
600520,文一科技,3794398500.0,236.15,26.35,26.35,26.35,35.0,9.0,专用设备,其他专用设备,0,3.3068502452,34110674.25,0.0,,
002595,豪迈科技,37107577850.0,19.45,47.03,47.4,45.8,2.0,1.0,专用设备,其他专用设备,0,71.6580867809,1611641484.16,0.0,,
002779,中坚科技,4436557307.0,55.2,38.6,38.92,37.21,6.0,3.0,专用设备,其他专用设备,0,6.6661887308,48093586.71,0.0,,
002837,英维克,17478925195.0,54.84,26.12,26.52,25.8,7.0,0.0,专用设备,其他专用设备,0,35.2885907713,348748744.38,0.0,,
605259,绿田机械,2476812800.0,14.49,13.66,13.75,13.47,2.0,0.0,专用设备,其他专用设备,0,16.2647669063,215048956.44,0.0,,
002690,美亚光电,7048537525.0,26.44,14.9,15.18,14.62,3.0,0.0,专用设备,其他专用设备,0,24.2539436714,744834380.64,0.0,,
600579,克劳斯,3003771512.0,-5.23,5.88,5.98,5.82,14.0,7.0,专用设备,其他专用设备,1,116.0548430596,-1617924195.46,0.0,,
